age,balance,campaign,previous,positive_balance_flag,job,marital,education,housing,loan,poutcome,target,score,decile,profit,scorecard_points,overall_response_rate,model_auc
27,3060,1,0,1,unemployed,single,tertiary,no,no,unknown,0,0.22980902788412394,1,-10,530.631598637893,0.1170008846947803,0.7321561611025206
53,0,1,0,0,retired,single,primary,no,no,unknown,0,0.2296102850451777,1,-10,520.0450897445007,0.1170008846947803,0.7321561611025206
46,6651,1,0,1,management,single,tertiary,no,no,unknown,0,0.22956023707141765,1,-10,567.1979070622663,0.1170008846947803,0.7321561611025206
35,154,4,2,1,unemployed,single,tertiary,no,no,failure,1,0.22941399285715983,1,490,510.9871032208873,0.1170008846947803,0.7321561611025206
26,7628,1,0,1,management,single,tertiary,no,no,unknown,0,0.22932858212636384,1,-10,535.1189227986165,0.1170008846947803,0.7321561611025206
30,4129,1,0,1,admin.,single,tertiary,no,no,unknown,0,0.2288966663141226,1,-10,514.29808697199,0.1170008846947803,0.7321561611025206
28,170,5,0,1,student,single,tertiary,no,no,unknown,0,0.2287668175650033,1,-10,550.5920657670689,0.1170008846947803,0.7321561611025206
39,150,1,7,1,admin.,married,secondary,no,no,other,0,0.2287442383342176,1,-10,537.388439105333,0.1170008846947803,0.7321561611025206
77,680,2,7,1,retired,married,primary,no,no,failure,0,0.22865544073948002,1,-10,547.3643905764584,0.1170008846947803,0.7321561611025206
42,10561,2,0,1,management,single,tertiary,no,no,unknown,0,0.22841520465534376,1,-10,544.8498062647334,0.1170008846947803,0.7321561611025206
29,5,5,0,1,student,single,tertiary,no,no,unknown,1,0.22827905715147626,1,490,535.0972243598495,0.1170008846947803,0.7321561611025206
55,2037,2,1,1,management,divorced,tertiary,no,no,failure,1,0.22823098281525708,1,490,555.1711476235165,0.1170008846947803,0.7321561611025206
25,703,3,0,1,student,single,secondary,no,no,unknown,0,0.2280007701165546,1,-10,554.9419351030785,0.1170008846947803,0.7321561611025206
77,2590,3,12,1,retired,married,primary,no,no,failure,1,0.22797420198288115,1,490,554.3784083290793,0.1170008846947803,0.7321561611025206
59,2651,2,0,1,retired,divorced,secondary,no,no,unknown,0,0.22795964070362346,1,-10,537.0945433933705,0.1170008846947803,0.7321561611025206
27,585,3,0,1,student,single,secondary,no,no,unknown,0,0.22793671329004425,1,-10,535.3867324359288,0.1170008846947803,0.7321561611025206
32,623,3,2,1,management,single,tertiary,no,no,failure,1,0.22793602572601526,1,490,534.4796524261207,0.1170008846947803,0.7321561611025206
64,2139,2,0,1,retired,married,tertiary,no,no,unknown,0,0.22787642488263635,1,-10,535.9086066958824,0.1170008846947803,0.7321561611025206
26,611,3,0,1,student,single,secondary,no,no,unknown,0,0.22782715167952974,1,-10,517.4110655255387,0.1170008846947803,0.7321561611025206
26,11862,1,0,1,technician,single,tertiary,no,no,unknown,1,0.22771188410125495,1,490,491.43597507114777,0.1170008846947803,0.7321561611025206
39,26233,1,0,1,admin.,married,secondary,no,no,unknown,0,0.2275647116515855,1,-10,531.9962853228452,0.1170008846947803,0.7321561611025206
33,6807,1,0,1,management,single,tertiary,no,no,unknown,1,0.22735119720014324,1,490,542.0107223799816,0.1170008846947803,0.7321561611025206
78,2628,2,0,1,retired,divorced,unknown,no,no,unknown,0,0.22732002240013652,1,-10,558.1486879676947,0.1170008846947803,0.7321561611025206
51,-321,2,2,0,management,married,tertiary,no,no,other,0,0.22694301082773294,1,-10,535.6794732560077,0.1170008846947803,0.7321561611025206
28,293,3,0,1,student,single,secondary,no,no,unknown,0,0.22690651431674105,1,-10,485.75025046223425,0.1170008846947803,0.7321561611025206
49,7443,5,2,1,management,single,tertiary,no,no,failure,1,0.22689268034341498,1,490,509.93336883502934,0.1170008846947803,0.7321561611025206
30,155,3,0,1,student,single,secondary,no,no,unknown,0,0.2267571554088456,1,-10,513.6411671961241,0.1170008846947803,0.7321561611025206
28,196,3,0,1,student,single,secondary,no,no,unknown,1,0.22649187658217299,1,490,556.3596763738973,0.1170008846947803,0.7321561611025206
26,279,3,0,1,student,single,secondary,no,no,unknown,0,0.2264061368107229,1,-10,524.5484150684152,0.1170008846947803,0.7321561611025206
52,2717,1,2,1,admin.,divorced,secondary,no,no,failure,0,0.2263967008715273,1,-10,554.1518645266033,0.1170008846947803,0.7321561611025206
32,1974,1,0,1,unemployed,single,tertiary,no,no,unknown,0,0.2262536798654631,1,-10,525.2087723437494,0.1170008846947803,0.7321561611025206
56,1947,2,5,1,retired,married,primary,no,no,failure,1,0.22618869827173646,1,490,516.4333440569235,0.1170008846947803,0.7321561611025206
39,-79,1,0,0,retired,single,primary,no,no,unknown,0,0.22617573286445658,1,-10,524.9228689161039,0.1170008846947803,0.7321561611025206
41,6116,1,0,1,management,single,tertiary,no,no,unknown,0,0.22615963010355447,1,-10,570.1256423253215,0.1170008846947803,0.7321561611025206
72,17739,4,0,1,retired,married,secondary,no,no,unknown,0,0.2260637677011406,1,-10,565.8712609060076,0.1170008846947803,0.7321561611025206
19,526,3,0,1,student,single,secondary,no,no,unknown,0,0.22592068068495447,1,-10,503.43501369368437,0.1170008846947803,0.7321561611025206
26,2170,1,0,1,unemployed,single,tertiary,no,no,unknown,0,0.2257707430813311,1,-10,547.925881945169,0.1170008846947803,0.7321561611025206
56,-528,2,2,0,technician,single,tertiary,no,no,failure,0,0.2255659493545075,1,-10,529.9955536812093,0.1170008846947803,0.7321561611025206
60,361,1,0,1,unemployed,single,tertiary,no,no,unknown,0,0.22552895540816417,1,-10,547.3648899329141,0.1170008846947803,0.7321561611025206
54,20527,1,0,1,entrepreneur,divorced,tertiary,no,no,unknown,0,0.22535544885454356,1,-10,517.6969426946977,0.1170008846947803,0.7321561611025206
35,18111,4,0,1,management,single,tertiary,no,no,unknown,1,0.22520637371447158,1,490,542.8612273734707,0.1170008846947803,0.7321561611025206
28,6551,1,0,1,management,single,tertiary,no,no,unknown,1,0.22515845392395156,1,490,521.8732380645474,0.1170008846947803,0.7321561611025206
74,4912,3,0,1,retired,married,tertiary,no,no,unknown,0,0.22496598762031406,1,-10,510.2633661457832,0.1170008846947803,0.7321561611025206
25,366,2,2,1,retired,single,secondary,no,yes,failure,0,0.22478219099233557,1,-10,481.6523256532225,0.1170008846947803,0.7321561611025206
50,377,1,3,1,unemployed,married,tertiary,no,no,failure,0,0.22472448421805502,1,-10,530.9836545295504,0.1170008846947803,0.7321561611025206
56,5769,3,0,1,retired,married,tertiary,no,no,unknown,0,0.22466571467864452,1,-10,538.5759173704154,0.1170008846947803,0.7321561611025206
77,699,2,0,1,retired,married,tertiary,no,no,unknown,1,0.22458971007366926,1,490,553.2354373644246,0.1170008846947803,0.7321561611025206
37,88,1,3,1,technician,married,tertiary,no,no,other,1,0.22450321454109917,1,490,502.8621583713941,0.1170008846947803,0.7321561611025206
20,130,3,0,1,student,single,secondary,no,no,unknown,0,0.22445519396975827,1,-10,570.1393451757127,0.1170008846947803,0.7321561611025206
33,7154,4,4,1,management,married,tertiary,no,no,other,0,0.22425154255784752,1,-10,613.4973525388577,0.1170008846947803,0.7321561611025206
48,3494,3,1,1,management,married,tertiary,no,no,other,0,0.22400615109346403,1,-10,511.0083505404375,0.1170008846947803,0.7321561611025206
44,810,1,0,1,unemployed,single,tertiary,no,no,unknown,0,0.22393335149867288,1,-10,579.2939050794835,0.1170008846947803,0.7321561611025206
37,0,2,1,0,management,married,tertiary,no,no,other,1,0.22362036927088366,1,490,506.18551312664954,0.1170008846947803,0.7321561611025206
35,93,2,1,1,management,married,tertiary,no,no,other,0,0.22357772729131073,1,-10,538.0342511595317,0.1170008846947803,0.7321561611025206
53,1691,2,0,1,retired,married,tertiary,no,no,unknown,0,0.2235515526564707,1,-10,540.2261532626526,0.1170008846947803,0.7321561611025206
37,1032,1,0,1,unemployed,single,tertiary,no,no,unknown,0,0.22334590690078318,1,-10,501.6675515858017,0.1170008846947803,0.7321561611025206
67,1430,2,3,1,retired,married,primary,no,no,failure,1,0.22317039400215533,1,490,556.2902823312206,0.1170008846947803,0.7321561611025206
45,115,1,1,1,technician,married,tertiary,no,no,other,0,0.22314254912475645,1,-10,521.6777104300539,0.1170008846947803,0.7321561611025206
32,61,3,7,1,student,single,secondary,no,yes,failure,0,0.22286170149337042,1,-10,535.3899189127894,0.1170008846947803,0.7321561611025206
40,1108,1,5,1,admin.,married,tertiary,no,no,failure,0,0.22277985672816816,1,-10,510.3949049255973,0.1170008846947803,0.7321561611025206
48,17964,2,3,1,management,divorced,tertiary,yes,no,other,1,0.22277613604351265,1,490,511.4283669328336,0.1170008846947803,0.7321561611025206
73,443,2,0,1,retired,married,tertiary,no,no,unknown,0,0.22263334436048066,1,-10,567.8572109250248,0.1170008846947803,0.7321561611025206
56,111,1,1,1,management,single,unknown,no,no,failure,0,0.22233231563133818,1,-10,508.5893070100989,0.1170008846947803,0.7321561611025206
58,5523,1,0,1,retired,married,secondary,no,no,unknown,0,0.22170822415085095,1,-10,515.485761037479,0.1170008846947803,0.7321561611025206
31,2010,5,1,1,student,single,tertiary,yes,no,other,0,0.22161254770887953,1,-10,549.296392597614,0.1170008846947803,0.7321561611025206
36,5367,1,2,1,management,married,tertiary,no,no,failure,0,0.22159797805114384,1,-10,508.15584533969275,0.1170008846947803,0.7321561611025206
38,560,1,0,1,unemployed,single,tertiary,no,no,unknown,0,0.22157254031464926,1,-10,531.8688793566639,0.1170008846947803,0.7321561611025206
33,5437,1,0,1,management,single,tertiary,no,no,unknown,0,0.2215365813944125,1,-10,533.7627216843937,0.1170008846947803,0.7321561611025206
36,1057,2,2,1,management,divorced,tertiary,no,no,failure,1,0.22152048709626473,1,490,533.218379083444,0.1170008846947803,0.7321561611025206
46,44,1,0,1,unemployed,single,tertiary,no,no,unknown,1,0.2211366974346926,1,490,572.2466979601953,0.1170008846947803,0.7321561611025206
78,2787,1,0,1,retired,divorced,primary,no,no,unknown,1,0.22090973495971059,1,490,549.8027284773416,0.1170008846947803,0.7321561611025206
60,2060,4,4,1,retired,married,secondary,no,no,failure,0,0.22087918171284723,1,-10,515.4230307435789,0.1170008846947803,0.7321561611025206
44,1356,2,2,1,management,single,tertiary,no,yes,other,0,0.22083858251616797,1,-10,557.688958346909,0.1170008846947803,0.7321561611025206
53,2336,2,3,1,technician,married,tertiary,no,no,other,0,0.22071718234396562,1,-10,538.0548251635379,0.1170008846947803,0.7321561611025206
28,330,1,3,1,admin.,married,secondary,no,no,other,1,0.2206405619036407,1,490,535.71457126586,0.1170008846947803,0.7321561611025206
69,344,2,0,1,retired,divorced,secondary,no,no,unknown,0,0.22036256620976424,1,-10,510.1447574570354,0.1170008846947803,0.7321561611025206
31,2194,2,1,1,blue-collar,single,secondary,no,no,other,0,0.22019607971090063,1,-10,555.3826978145805,0.1170008846947803,0.7321561611025206
34,415,1,0,1,unemployed,single,tertiary,no,no,unknown,0,0.22009926076620165,1,-10,532.8303379590183,0.1170008846947803,0.7321561611025206
28,9314,2,0,1,management,single,tertiary,no,no,unknown,1,0.2200661183081789,1,490,541.900480031521,0.1170008846947803,0.7321561611025206
41,1536,1,2,1,admin.,married,tertiary,no,no,failure,1,0.22000067014166433,1,490,528.4219911754755,0.1170008846947803,0.7321561611025206
40,72,1,0,1,unemployed,single,tertiary,no,no,unknown,1,0.21995790687816888,1,490,550.5186169835392,0.1170008846947803,0.7321561611025206
56,0,1,8,0,management,married,secondary,no,no,other,1,0.21989397480510792,1,490,576.6837502038983,0.1170008846947803,0.7321561611025206
40,10406,2,4,1,services,married,secondary,no,no,other,0,0.21987945937156583,1,-10,535.6332538079852,0.1170008846947803,0.7321561611025206
19,179,3,0,1,student,single,unknown,no,no,unknown,0,0.2197875179297665,1,-10,615.7366966972804,0.1170008846947803,0.7321561611025206
65,162,2,0,1,retired,married,tertiary,no,no,unknown,0,0.21972134995641013,1,-10,531.6293748849333,0.1170008846947803,0.7321561611025206
49,3842,1,3,1,management,married,tertiary,no,no,failure,0,0.2196075360157664,1,-10,528.372200408575,0.1170008846947803,0.7321561611025206
41,4522,1,0,1,management,single,tertiary,no,no,unknown,0,0.21942984110950434,1,-10,527.8867903951932,0.1170008846947803,0.7321561611025206
60,10861,1,2,1,self-employed,married,tertiary,no,no,failure,1,0.21928230105139532,1,490,524.9177160710253,0.1170008846947803,0.7321561611025206
55,1530,1,1,1,self-employed,divorced,secondary,no,no,other,0,0.2190359639447875,1,-10,520.921858370037,0.1170008846947803,0.7321561611025206
37,7620,3,3,1,unemployed,married,tertiary,no,no,failure,0,0.21897201928796564,1,-10,539.8316185794605,0.1170008846947803,0.7321561611025206
60,225,2,0,1,retired,married,tertiary,no,no,unknown,0,0.2189085709986003,1,-10,547.3019646189592,0.1170008846947803,0.7321561611025206
50,4861,3,0,1,retired,divorced,secondary,no,no,unknown,0,0.21855804644838822,1,-10,536.5065565709913,0.1170008846947803,0.7321561611025206
24,1283,2,0,1,student,single,primary,no,no,unknown,0,0.2184971536117171,1,-10,498.50559919454406,0.1170008846947803,0.7321561611025206
32,6138,2,9,1,management,married,tertiary,no,no,failure,1,0.21848779630595988,1,490,514.6134877593659,0.1170008846947803,0.7321561611025206
56,281,2,0,1,retired,married,tertiary,no,no,unknown,1,0.21828320661192088,1,490,554.8055945301402,0.1170008846947803,0.7321561611025206
30,4808,1,0,1,management,single,tertiary,no,no,unknown,1,0.2182589146487446,1,490,533.770221267931,0.1170008846947803,0.7321561611025206
62,1128,1,3,1,management,married,secondary,no,no,other,1,0.21795915344299835,1,490,531.2481757864945,0.1170008846947803,0.7321561611025206
57,316,2,0,1,retired,divorced,secondary,no,no,unknown,0,0.2176664456129163,1,-10,487.6769850598441,0.1170008846947803,0.7321561611025206
29,70,1,0,1,unemployed,single,tertiary,no,no,unknown,1,0.2175870520232464,1,490,538.4038539639813,0.1170008846947803,0.7321561611025206
29,4694,1,0,1,management,single,tertiary,no,no,unknown,0,0.21757100093265097,1,-10,543.1942197999464,0.1170008846947803,0.7321561611025206
56,87,2,0,1,retired,married,tertiary,no,no,unknown,0,0.21747710264469755,1,-10,555.7346333079201,0.1170008846947803,0.7321561611025206
55,127,2,0,1,retired,married,tertiary,no,no,unknown,0,0.21742923310323517,1,-10,539.10860424719,0.1170008846947803,0.7321561611025206
50,3537,1,0,1,management,single,tertiary,no,no,unknown,1,0.21726097158339808,1,490,550.5177211371649,0.1170008846947803,0.7321561611025206
33,26721,3,0,1,management,married,tertiary,no,no,unknown,0,0.21720536320391987,1,-10,550.1712522287529,0.1170008846947803,0.7321561611025206
50,2695,2,2,1,admin.,married,secondary,no,no,other,0,0.21709189943397514,1,-10,515.731326012358,0.1170008846947803,0.7321561611025206
70,579,2,1,1,retired,married,primary,no,no,failure,0,0.21707230785619483,1,-10,540.4533650722308,0.1170008846947803,0.7321561611025206
26,77,1,0,1,unemployed,single,tertiary,no,no,unknown,1,0.21697492314819988,1,490,554.104827596854,0.1170008846947803,0.7321561611025206
59,741,2,2,1,retired,married,primary,no,no,failure,0,0.21697016328001376,1,-10,541.4611104176596,0.1170008846947803,0.7321561611025206
49,7443,2,0,1,management,single,tertiary,no,no,unknown,0,0.21678296126280577,1,-10,509.8267406465935,0.1170008846947803,0.7321561611025206
74,10253,1,0,1,retired,married,primary,no,no,unknown,0,0.21673524465307614,1,-10,531.1467863830776,0.1170008846947803,0.7321561611025206
57,4365,1,0,1,retired,married,secondary,no,no,unknown,0,0.21666090391268955,1,-10,537.0178121931334,0.1170008846947803,0.7321561611025206
29,687,2,6,1,unemployed,married,secondary,no,no,other,0,0.2165372379272014,1,-10,575.6425993217417,0.1170008846947803,0.7321561611025206
60,470,2,0,1,retired,single,primary,no,no,unknown,0,0.21635167718107942,1,-10,522.0607591287321,0.1170008846947803,0.7321561611025206
54,767,2,0,1,retired,single,primary,no,no,unknown,0,0.21630116013351477,1,-10,504.47141373632803,0.1170008846947803,0.7321561611025206
46,-48,4,0,0,retired,divorced,tertiary,no,no,unknown,0,0.21611651711095634,1,-10,563.7356211690977,0.1170008846947803,0.7321561611025206
30,1532,1,6,1,technician,single,secondary,no,no,failure,0,0.2159802199970439,1,-10,516.4694264584352,0.1170008846947803,0.7321561611025206
33,8023,1,4,1,technician,married,tertiary,no,no,failure,0,0.21597943484037105,1,-10,506.22859022700266,0.1170008846947803,0.7321561611025206
34,1313,1,6,1,technician,single,secondary,no,no,failure,0,0.21592715573610216,1,-10,519.3976783803836,0.1170008846947803,0.7321561611025206
37,12581,4,0,1,admin.,single,tertiary,no,no,unknown,0,0.21584240734415444,1,-10,537.6909166135637,0.1170008846947803,0.7321561611025206
68,3588,1,0,1,retired,married,secondary,no,no,unknown,0,0.21579271366439776,1,-10,545.880220440556,0.1170008846947803,0.7321561611025206
32,19985,5,0,1,management,single,tertiary,no,no,unknown,0,0.21577606286166576,1,-10,569.261956367457,0.1170008846947803,0.7321561611025206
26,3730,1,4,1,admin.,single,tertiary,yes,no,other,0,0.21566096400973098,1,-10,546.8245661815675,0.1170008846947803,0.7321561611025206
31,2980,4,2,1,admin.,divorced,secondary,no,no,other,0,0.21555228850431407,1,-10,542.3494033104402,0.1170008846947803,0.7321561611025206
26,8303,2,0,1,management,single,tertiary,no,no,unknown,0,0.21543903845125315,1,-10,541.7458619180836,0.1170008846947803,0.7321561611025206
25,1185,1,0,1,admin.,single,tertiary,no,no,unknown,0,0.2154095991308366,1,-10,513.5883327688776,0.1170008846947803,0.7321561611025206
54,466,2,0,1,retired,single,primary,no,no,unknown,0,0.21505959931638088,1,-10,526.75665777512,0.1170008846947803,0.7321561611025206
49,17432,1,0,1,management,married,tertiary,no,no,unknown,0,0.21503768747940594,1,-10,516.9682994314038,0.1170008846947803,0.7321561611025206
51,604,2,0,1,retired,single,primary,no,no,unknown,0,0.21499123612653495,1,-10,554.8028175514612,0.1170008846947803,0.7321561611025206
33,621,1,0,1,admin.,single,tertiary,no,no,unknown,0,0.21478507172253908,1,-10,630.0415508069626,0.1170008846947803,0.7321561611025206
26,3511,2,0,1,unemployed,single,tertiary,no,no,unknown,1,0.21476334227801738,1,490,545.3185934428155,0.1170008846947803,0.7321561611025206
31,3252,2,0,1,unemployed,single,tertiary,no,no,unknown,0,0.21475793035634513,1,-10,536.5897084907414,0.1170008846947803,0.7321561611025206
45,229,2,0,1,retired,divorced,secondary,no,no,unknown,0,0.2147515139519984,1,-10,508.77182812573153,0.1170008846947803,0.7321561611025206
30,306,6,14,1,unemployed,single,tertiary,no,no,failure,0,0.21474877284111296,1,-10,516.652015010341,0.1170008846947803,0.7321561611025206
39,9541,1,0,1,management,divorced,tertiary,no,no,unknown,0,0.21444163990325288,1,-10,585.2685828416203,0.1170008846947803,0.7321561611025206
43,21510,2,0,1,management,married,tertiary,no,no,unknown,0,0.21421133918783752,1,-10,522.6767155154386,0.1170008846947803,0.7321561611025206
30,3779,1,0,1,management,single,tertiary,no,no,unknown,1,0.214008149100152,1,490,536.1333935227535,0.1170008846947803,0.7321561611025206
51,1612,1,5,1,management,married,tertiary,no,no,failure,0,0.2139508001879471,1,-10,526.2160144033188,0.1170008846947803,0.7321561611025206
58,2764,1,1,1,management,married,tertiary,no,no,failure,0,0.21391697130325651,1,-10,557.3668225078611,0.1170008846947803,0.7321561611025206
35,4233,2,0,1,admin.,single,tertiary,no,no,unknown,0,0.21373927203890658,1,-10,512.673156573647,0.1170008846947803,0.7321561611025206
58,3399,1,7,1,technician,married,secondary,no,no,other,1,0.21373220966162101,1,490,523.6934040209859,0.1170008846947803,0.7321561611025206
37,3794,1,1,1,management,married,tertiary,no,no,failure,0,0.21370271898213805,1,-10,519.2689003880553,0.1170008846947803,0.7321561611025206
29,854,5,1,1,admin.,single,secondary,no,no,other,0,0.21366610354875215,1,-10,515.8355657258824,0.1170008846947803,0.7321561611025206
51,2635,1,2,1,management,married,tertiary,no,no,failure,1,0.21346831186122983,1,490,545.589889962512,0.1170008846947803,0.7321561611025206
61,3340,1,0,1,retired,married,secondary,no,no,unknown,0,0.21329136389108636,1,-10,539.724435851675,0.1170008846947803,0.7321561611025206
32,298,1,0,1,admin.,single,tertiary,no,no,unknown,0,0.21324885288872586,1,-10,530.4946261740138,0.1170008846947803,0.7321561611025206
35,3402,1,2,1,management,married,tertiary,no,no,failure,0,0.2132326394728682,1,-10,499.42745155643547,0.1170008846947803,0.7321561611025206
33,2583,1,1,1,technician,single,secondary,no,no,failure,0,0.21312175946426795,1,-10,548.4465362149762,0.1170008846947803,0.7321561611025206
35,0,1,0,0,admin.,single,tertiary,no,no,unknown,0,0.21266284283762021,1,-10,559.5079278269919,0.1170008846947803,0.7321561611025206
54,3538,1,0,1,retired,married,secondary,no,no,unknown,1,0.21262619441645936,1,490,518.2662189557417,0.1170008846947803,0.7321561611025206
19,103,2,0,1,student,single,primary,no,no,unknown,1,0.2125702250730267,1,490,502.3251930791182,0.1170008846947803,0.7321561611025206
32,89,1,0,1,admin.,single,tertiary,no,no,unknown,0,0.2123950964482919,1,-10,544.1316406866724,0.1170008846947803,0.7321561611025206
31,8626,1,0,1,admin.,single,secondary,no,no,unknown,0,0.2123507858233266,1,-10,541.2886575133399,0.1170008846947803,0.7321561611025206
30,11278,3,0,1,management,single,tertiary,no,no,unknown,0,0.21220630809708063,1,-10,528.2415163262021,0.1170008846947803,0.7321561611025206
52,437,3,1,1,management,married,tertiary,no,no,other,0,0.21215482364606442,1,-10,544.4058177787972,0.1170008846947803,0.7321561611025206
53,34230,1,9,1,management,married,tertiary,yes,yes,other,0,0.2118901313337986,1,-10,553.3407273174171,0.1170008846947803,0.7321561611025206
72,9160,1,0,1,retired,married,primary,no,no,unknown,0,0.2118251357777347,1,-10,518.9080394984658,0.1170008846947803,0.7321561611025206
31,0,1,0,0,admin.,single,tertiary,no,no,unknown,0,0.21182241464002188,1,-10,500.9727511508811,0.1170008846947803,0.7321561611025206
38,6742,2,0,1,management,single,tertiary,no,no,unknown,0,0.211579741628669,1,-10,528.4028787337094,0.1170008846947803,0.7321561611025206
31,430,4,0,1,student,single,secondary,no,no,unknown,0,0.21155955428284112,1,-10,538.5154214014664,0.1170008846947803,0.7321561611025206
25,220,1,0,1,admin.,single,tertiary,no,no,unknown,0,0.21145943039137938,1,-10,512.3106048490497,0.1170008846947803,0.7321561611025206
63,5112,2,3,1,management,married,tertiary,no,no,failure,1,0.2114522924726812,1,490,531.9457044938868,0.1170008846947803,0.7321561611025206
29,8,1,0,1,admin.,single,tertiary,no,no,unknown,0,0.21143563445157637,1,-10,508.8944413666296,0.1170008846947803,0.7321561611025206
49,15,3,2,1,management,married,tertiary,no,no,other,0,0.2113556461291625,1,-10,509.445977030815,0.1170008846947803,0.7321561611025206
23,230,1,0,1,admin.,single,tertiary,no,no,unknown,0,0.2110812564106172,1,-10,537.7360749663897,0.1170008846947803,0.7321561611025206
65,1973,3,0,1,retired,married,tertiary,no,no,unknown,1,0.21082975093330306,1,490,509.10145968859763,0.1170008846947803,0.7321561611025206
35,2707,1,0,1,management,single,tertiary,no,no,unknown,1,0.21068716565335735,1,490,562.1779238096314,0.1170008846947803,0.7321561611025206
83,46,1,0,1,retired,divorced,primary,no,no,unknown,1,0.21066443073612864,1,490,540.8835056651537,0.1170008846947803,0.7321561611025206
34,10,1,1,1,admin.,married,tertiary,no,no,failure,0,0.21066187261379674,1,-10,548.0063457000834,0.1170008846947803,0.7321561611025206
83,0,1,0,0,retired,divorced,primary,no,no,unknown,0,0.21047797811292882,1,-10,513.9786398278515,0.1170008846947803,0.7321561611025206
34,9962,1,0,1,self-employed,single,tertiary,no,no,unknown,1,0.21036271201453352,1,490,525.1368683615054,0.1170008846947803,0.7321561611025206
78,229,1,0,1,retired,divorced,primary,no,no,unknown,1,0.21036177451473106,1,490,553.820388572071,0.1170008846947803,0.7321561611025206
27,16173,1,0,1,student,single,secondary,yes,no,unknown,0,0.21031700911881676,1,-10,523.0838168516053,0.1170008846947803,0.7321561611025206
80,1610,1,0,1,retired,married,secondary,no,no,unknown,0,0.2102355614468502,1,-10,510.1494848655599,0.1170008846947803,0.7321561611025206
81,0,1,0,0,retired,divorced,primary,no,no,unknown,0,0.21006062778084092,1,-10,529.2951151873249,0.1170008846947803,0.7321561611025206
34,2561,1,0,1,management,single,tertiary,no,no,unknown,0,0.20988727921640085,1,-10,513.6331928542843,0.1170008846947803,0.7321561611025206
40,45,1,23,1,technician,single,secondary,no,yes,other,0,0.20984625149326921,1,-10,619.0320335452463,0.1170008846947803,0.7321561611025206
30,48,2,1,1,self-employed,single,tertiary,no,no,failure,0,0.2097209710149059,1,-10,508.4764090860269,0.1170008846947803,0.7321561611025206
29,2753,1,0,1,management,single,tertiary,no,no,unknown,1,0.2096217997940376,1,490,543.5441430341322,0.1170008846947803,0.7321561611025206
57,6610,2,0,1,retired,married,secondary,no,no,unknown,0,0.20960800378525765,1,-10,519.6508745064671,0.1170008846947803,0.7321561611025206
57,1318,1,2,1,management,married,tertiary,no,no,failure,1,0.20937150993756254,1,490,546.2955801347863,0.1170008846947803,0.7321561611025206
33,1390,1,5,1,management,married,tertiary,no,no,failure,0,0.20927414118978546,1,-10,542.1279840947158,0.1170008846947803,0.7321561611025206
66,2048,1,0,1,retired,married,secondary,no,no,unknown,1,0.2090900287281311,1,490,573.4938957313052,0.1170008846947803,0.7321561611025206
32,2465,1,0,1,management,single,tertiary,no,no,unknown,1,0.20908342838705538,1,490,508.6821876121016,0.1170008846947803,0.7321561611025206
41,1982,1,0,1,management,single,tertiary,no,no,unknown,1,0.2090061443396287,1,490,585.2348320979326,0.1170008846947803,0.7321561611025206
75,46,1,0,1,retired,divorced,primary,no,no,unknown,0,0.2089975912076287,1,-10,567.0824641763367,0.1170008846947803,0.7321561611025206
33,9670,1,0,1,self-employed,single,tertiary,no,no,unknown,0,0.20897463537180508,1,-10,527.971850246621,0.1170008846947803,0.7321561611025206
31,1282,1,2,1,technician,single,secondary,no,no,failure,0,0.20896517338308881,1,-10,526.7331707907679,0.1170008846947803,0.7321561611025206
27,2033,2,0,1,unemployed,single,tertiary,no,no,unknown,0,0.2089558425443036,1,-10,534.7964560599225,0.1170008846947803,0.7321561611025206
37,2173,1,0,1,management,single,tertiary,no,no,unknown,0,0.20894509038501072,1,-10,538.6347017056277,0.1170008846947803,0.7321561611025206
71,5715,2,0,1,retired,married,secondary,no,no,unknown,1,0.2089080367174804,1,490,526.3091135170718,0.1170008846947803,0.7321561611025206
26,2725,1,0,1,management,single,tertiary,no,no,unknown,0,0.2088850269780939,1,-10,553.8861380976444,0.1170008846947803,0.7321561611025206
31,6413,2,0,1,management,single,tertiary,no,no,unknown,0,0.20878774312229803,1,-10,509.85083670631764,0.1170008846947803,0.7321561611025206
34,2279,1,0,1,management,single,tertiary,no,no,unknown,0,0.20874924369440415,1,-10,551.5160885358297,0.1170008846947803,0.7321561611025206
71,1696,1,0,1,retired,married,secondary,no,no,unknown,1,0.2087099667695519,1,490,525.4609230148048,0.1170008846947803,0.7321561611025206
39,5976,2,0,1,management,single,tertiary,no,no,unknown,0,0.20868824397009197,1,-10,537.8750388244582,0.1170008846947803,0.7321561611025206
35,1227,4,6,1,technician,single,secondary,no,no,other,1,0.20859252356647523,1,490,544.7522923197654,0.1170008846947803,0.7321561611025206
35,183,1,4,1,technician,single,secondary,no,no,failure,1,0.20843222940927095,1,490,539.4725032484549,0.1170008846947803,0.7321561611025206
68,250,1,0,1,retired,divorced,primary,no,no,unknown,1,0.2083663975337395,1,490,530.0290106062376,0.1170008846947803,0.7321561611025206
32,620,6,5,1,services,single,tertiary,no,no,other,0,0.2083142754241154,1,-10,518.8272124235971,0.1170008846947803,0.7321561611025206
31,1251,1,5,1,management,married,tertiary,no,no,failure,0,0.2082990579207475,1,-10,535.0939290841219,0.1170008846947803,0.7321561611025206
